Employee_ID,Age,Age_Category ,Gender,Job_Role,Industry,Years_of_Experience,Years_of_Experience_Category,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0950,41,Mid-Career Professional,Female,Software Engineer,Consulting,30,Expert,Remote,45,12,4,Low,Anxiety,No,Decrease,1,Satisfied,5,Daily,Good,Oceania
EMP0953,32,Mid-Career Professional,Male,Marketing,Healthcare,32,Expert,Onsite,26,12,3,High,Anxiety,Yes,No Change,1,Unsatisfied,2,None,Good,North America
EMP0954,58,Early Professional,Male,Sales,Finance,32,Expert,Hybrid,47,7,5,Low,Depression,No,Decrease,1,Satisfied,3,Weekly,Poor,Oceania
EMP0955,41,Senior Professional,Female,Marketing,Finance,3,Beginner,Remote,27,1,2,Medium,None,Yes,Increase,2,Neutral,1,Weekly,Good,North America
EMP0958,31,Early Professional,Male,Marketing,Healthcare,3,Beginner,Hybrid,53,6,5,Low,None,Yes,Increase,5,Neutral,1,Daily,Poor,Asia
EMP0961,52,Mid-Career Professional,Male,HR,Retail,17,Advanced,Remote,20,13,1,Medium,None,Yes,Increase,4,Satisfied,2,Daily,Average,Oceania
EMP0962,51,Senior Professional,Female,HR,Manufacturing,35,Expert,Hybrid,20,11,2,Medium,Burnout,Yes,Increase,5,Unsatisfied,2,Daily,Poor,Asia
EMP0964,34,Young Adult,Female,Project Manager,Education,14,Advanced,Remote,44,7,3,High,Depression,Yes,Increase,1,Unsatisfied,2,None,Average,South America
EMP0969,26,Young Adult,Male,HR,Education,3,Beginner,Hybrid,24,5,1,Low,Depression,Yes,Decrease,3,Neutral,5,Weekly,Average,Oceania
EMP0970,25,Young Adult,Female,Designer,Healthcare,31,Expert,Hybrid,37,7,3,High,Burnout,Yes,Increase,3,Neutral,1,Daily,Poor,North America
EMP0971,30,Young Adult,Female,Software Engineer,Finance,22,Expert,Remote,48,5,4,Medium,None,Yes,Decrease,4,Unsatisfied,3,None,Good,Africa
EMP0972,57,Early Professional,Male,Software Engineer,IT,9,Intermediate,Onsite,29,11,1,Medium,Burnout,No,Increase,3,Satisfied,3,Daily,Good,Europe
EMP0973,33,Senior Professional,Male,Software Engineer,Finance,30,Expert,Remote,26,9,3,Low,Burnout,No,Increase,2,Unsatisfied,4,Daily,Average,Asia
EMP0974,38,Early Professional,Female,Software Engineer,Manufacturing,9,Intermediate,Remote,60,2,2,High,Depression,No,Decrease,3,Unsatisfied,3,Daily,Poor,South America
EMP0975,43,Early Professional,Female,HR,Consulting,24,Expert,Remote,22,3,4,High,Burnout,Yes,Increase,3,Satisfied,5,None,Average,Europe
EMP0977,44,Mid-Career Professional,Female,Sales,IT,23,Expert,Onsite,49,2,3,High,Depression,Yes,Increase,1,Satisfied,5,Weekly,Good,South America
EMP0979,25,Senior Professional,Male,Project Manager,Education,12,Advanced,Hybrid,26,1,3,Low,Burnout,Yes,Increase,1,Satisfied,3,Weekly,Average,Oceania
EMP0980,28,Young Adult,Female,Project Manager,IT,19,Advanced,Remote,50,13,5,Low,Depression,Yes,No Change,1,Unsatisfied,3,Weekly,Poor,Europe
EMP0982,32,Young Adult,Female,Designer,IT,32,Expert,Hybrid,26,5,3,High,None,Yes,Decrease,5,Unsatisfied,1,Weekly,Poor,Europe
EMP0983,28,Early Professional,Female,Data Scientist,Education,14,Advanced,Onsite,30,9,2,High,None,No,No Change,1,Unsatisfied,3,Weekly,Average,Europe
EMP0988,51,Young Adult,Male,HR,IT,9,Intermediate,Remote,39,4,5,Low,Burnout,No,Increase,2,Unsatisfied,1,Weekly,Average,Africa
EMP0990,49,Senior Professional,Female,Software Engineer,Healthcare,8,Intermediate,Remote,23,5,3,Medium,Anxiety,Yes,Increase,3,Satisfied,4,Weekly,Good,South America
EMP0991,30,Mid-Career Professional,Male,Software Engineer,IT,1,Beginner,Hybrid,51,8,4,Medium,Burnout,Yes,Decrease,5,Unsatisfied,5,None,Poor,North America
EMP0997,23,Early Professional,Female,Project Manager,Healthcare,12,Advanced,Onsite,21,14,3,Low,Depression,No,No Change,4,Neutral,5,Daily,Good,Africa
EMP0999,43,Mid-Career Professional,Male,Marketing,Retail,10,Intermediate,Onsite,28,5,4,Low,Burnout,Yes,No Change,5,Unsatisfied,3,None,Average,Oceania
EMP1001,52,Senior Professional,Female,Marketing,Education,4,Beginner,Onsite,25,4,4,Medium,Anxiety,Yes,No Change,5,Neutral,4,Weekly,Good,Oceania
EMP1003,42,Senior Professional,Female,Sales,Finance,2,Beginner,Hybrid,49,9,4,High,Depression,No,Decrease,3,Unsatisfied,2,Weekly,Average,Africa
EMP1004,49,Mid-Career Professional,Female,HR,Healthcare,26,Expert,Hybrid,37,7,5,Medium,Depression,Yes,Decrease,4,Neutral,4,Weekly,Average,Africa
EMP1005,48,Mid-Career Professional,Female,Marketing,Manufacturing,27,Expert,Remote,43,8,2,Medium,None,No,Increase,5,Unsatisfied,2,None,Good,Asia
EMP1006,37,Mid-Career Professional,Female,Data Scientist,Consulting,8,Intermediate,Onsite,35,6,4,High,Depression,Yes,Decrease,1,Neutral,5,Daily,Poor,South America
EMP1007,57,Early Professional,Female,Designer,Healthcare,28,Expert,Hybrid,44,2,5,Medium,Anxiety,Yes,Decrease,1,Satisfied,3,Daily,Average,South America
EMP1008,59,Senior Professional,Female,Marketing,Manufacturing,3,Beginner,Remote,35,8,1,Medium,Burnout,No,Increase,5,Unsatisfied,2,Daily,Average,Oceania
EMP1009,36,Senior Professional,Male,Project Manager,Healthcare,2,Beginner,Hybrid,35,2,2,Low,Burnout,No,Decrease,3,Unsatisfied,4,Daily,Average,Oceania
EMP1010,31,Early Professional,Female,Designer,Healthcare,24,Expert,Hybrid,60,0,4,High,Depression,Yes,Decrease,5,Unsatisfied,2,Weekly,Good,South America
EMP1011,24,Early Professional,Male,Sales,IT,5,Beginner,Remote,54,0,5,Medium,None,Yes,Decrease,4,Neutral,3,None,Good,Africa
EMP1013,43,Early Professional,Male,Software Engineer,Retail,20,Advanced,Remote,60,4,3,High,None,No,No Change,4,Unsatisfied,3,Daily,Good,Africa
EMP1017,50,Senior Professional,Female,Marketing,Finance,13,Advanced,Hybrid,23,7,5,Low,Depression,No,Increase,5,Neutral,5,Weekly,Good,Europe
EMP1019,38,Mid-Career Professional,Male,HR,Education,6,Intermediate,Hybrid,25,14,2,Low,Anxiety,Yes,No Change,5,Neutral,3,Daily,Good,Africa
EMP1021,38,Young Adult,Female,Project Manager,Consulting,33,Expert,Remote,26,12,2,Low,Burnout,Yes,No Change,4,Satisfied,3,Daily,Average,North America
EMP1022,37,Early Professional,Male,Software Engineer,Manufacturing,24,Expert,Onsite,48,13,3,High,Anxiety,No,No Change,5,Satisfied,3,None,Poor,Europe
EMP1024,31,Senior Professional,Male,HR,Finance,14,Advanced,Hybrid,48,8,3,Medium,Anxiety,Yes,No Change,1,Neutral,1,Weekly,Average,Europe
EMP1025,24,Early Professional,Female,Data Scientist,Retail,35,Expert,Hybrid,34,8,4,Medium,Burnout,No,Increase,5,Satisfied,3,Weekly,Good,Oceania
EMP1026,30,Young Adult,Male,Marketing,Finance,14,Advanced,Remote,57,9,4,Medium,Anxiety,Yes,No Change,4,Neutral,4,Weekly,Average,South America
EMP1027,54,Early Professional,Male,Sales,IT,17,Advanced,Onsite,52,12,3,High,Anxiety,Yes,No Change,4,Satisfied,4,Daily,Good,South America
EMP1029,41,Senior Professional,Female,Marketing,Finance,7,Intermediate,Onsite,20,11,4,Low,Burnout,No,Increase,4,Neutral,4,Weekly,Good,Africa
EMP1032,47,Young Adult,Female,Software Engineer,Manufacturing,15,Advanced,Remote,46,12,4,Medium,None,Yes,Increase,2,Neutral,4,Weekly,Good,Oceania
EMP1035,59,Senior Professional,Male,Project Manager,Retail,27,Expert,Remote,30,5,4,High,Depression,Yes,No Change,2,Neutral,3,Weekly,Average,Africa
EMP1037,22,Young Adult,Male,HR,Education,23,Expert,Onsite,30,13,5,Low,Depression,Yes,Increase,5,Unsatisfied,3,None,Poor,Asia
EMP1039,52,Young Adult,Male,Project Manager,Consulting,6,Intermediate,Hybrid,23,10,4,Medium,Burnout,Yes,Decrease,2,Unsatisfied,4,Weekly,Average,North America
EMP1040,57,Senior Professional,Male,Software Engineer,IT,3,Beginner,Remote,48,7,3,Medium,Burnout,No,No Change,3,Unsatisfied,1,Weekly,Average,Oceania
EMP1042,50,Senior Professional,Female,Marketing,Education,34,Expert,Onsite,27,11,3,Medium,None,Yes,Increase,4,Satisfied,3,None,Good,North America
EMP1044,37,Mid-Career Professional,Male,Marketing,Healthcare,27,Expert,Onsite,31,2,5,Medium,Burnout,Yes,No Change,3,Neutral,3,Daily,Poor,Oceania
EMP1046,37,Senior Professional,Male,Sales,Healthcare,31,Expert,Remote,55,1,1,Low,Depression,Yes,Decrease,2,Neutral,3,Daily,Poor,Asia
EMP1048,50,Young Adult,Male,Designer,Manufacturing,17,Advanced,Onsite,23,15,2,Medium,Anxiety,Yes,No Change,3,Unsatisfied,3,None,Average,Africa
EMP1052,40,Mid-Career Professional,Male,Sales,Manufacturing,31,Expert,Onsite,46,5,2,High,Depression,Yes,Increase,3,Satisfied,2,None,Poor,Europe
EMP1053,29,Mid-Career Professional,Male,Project Manager,IT,4,Beginner,Remote,41,12,3,Medium,Burnout,No,No Change,4,Unsatisfied,4,Daily,Good,Africa
EMP1054,24,Young Adult,Female,Data Scientist,IT,19,Advanced,Hybrid,29,6,2,High,Burnout,Yes,No Change,1,Satisfied,2,Daily,Average,Europe
EMP1056,34,Mid-Career Professional,Female,Data Scientist,Healthcare,7,Intermediate,Remote,25,4,1,High,Depression,No,Decrease,3,Satisfied,1,Weekly,Good,North America
EMP1059,33,Young Adult,Female,HR,Finance,21,Expert,Remote,34,14,4,High,None,Yes,No Change,4,Neutral,1,Daily,Good,Oceania
EMP1060,24,Early Professional,Male,Software Engineer,Retail,14,Advanced,Onsite,35,13,5,High,Burnout,Yes,No Change,2,Unsatisfied,4,Weekly,Good,South America
EMP1062,45,Early Professional,Female,Designer,IT,28,Expert,Onsite,26,7,3,High,Anxiety,Yes,No Change,5,Neutral,2,Weekly,Poor,North America
EMP1065,54,Senior Professional,Male,Data Scientist,Finance,10,Intermediate,Remote,41,0,5,Low,Burnout,No,No Change,3,Unsatisfied,5,None,Poor,Asia
EMP1067,52,Early Professional,Male,Project Manager,Education,10,Intermediate,Hybrid,41,0,1,Medium,Burnout,Yes,Decrease,5,Unsatisfied,2,Weekly,Good,Africa
EMP1068,47,Senior Professional,Male,Marketing,Manufacturing,3,Beginner,Onsite,23,2,1,Low,Anxiety,No,No Change,1,Satisfied,3,Weekly,Good,Asia
EMP1069,44,Mid-Career Professional,Female,Sales,Consulting,31,Expert,Onsite,34,13,5,Low,Anxiety,No,Increase,4,Satisfied,2,Weekly,Average,Oceania
EMP1070,56,Mid-Career Professional,Female,Software Engineer,Finance,5,Beginner,Remote,53,6,4,Medium,Burnout,Yes,No Change,4,Unsatisfied,1,Weekly,Good,North America
EMP1072,48,Young Adult,Male,Marketing,Education,3,Beginner,Remote,50,6,1,High,Anxiety,No,No Change,1,Neutral,2,Daily,Poor,North America
EMP1077,28,Senior Professional,Male,Project Manager,Education,10,Intermediate,Onsite,49,15,3,High,Anxiety,No,Decrease,4,Neutral,2,Weekly,Poor,Asia
EMP1079,41,Senior Professional,Female,Software Engineer,Education,30,Expert,Hybrid,40,15,4,High,Anxiety,Yes,No Change,2,Unsatisfied,2,Weekly,Average,Africa
EMP1080,23,Mid-Career Professional,Female,HR,IT,13,Advanced,Onsite,60,8,1,Low,Anxiety,Yes,Increase,1,Neutral,4,None,Good,Europe
EMP1082,60,Young Adult,Female,Designer,Manufacturing,35,Expert,Remote,50,4,1,Low,None,No,Increase,2,Unsatisfied,5,Weekly,Good,Africa
EMP1083,26,Senior Professional,Male,Sales,Consulting,29,Expert,Remote,33,1,2,Medium,None,Yes,No Change,1,Satisfied,4,Daily,Good,Asia
EMP1084,25,Young Adult,Male,Data Scientist,Healthcare,32,Expert,Onsite,45,15,3,Low,Depression,No,No Change,3,Unsatisfied,4,None,Average,South America
EMP1085,33,Young Adult,Male,Marketing,Consulting,25,Expert,Hybrid,56,5,4,High,Anxiety,Yes,Decrease,4,Satisfied,1,None,Poor,Africa
EMP1086,45,Early Professional,Male,Sales,Retail,4,Beginner,Remote,31,0,2,Medium,Depression,No,No Change,2,Satisfied,2,Weekly,Average,South America
EMP1087,25,Mid-Career Professional,Male,Project Manager,IT,10,Intermediate,Onsite,43,12,4,Low,None,No,Decrease,3,Neutral,1,Daily,Average,Europe
EMP1088,24,Young Adult,Female,Data Scientist,Manufacturing,24,Expert,Remote,40,9,1,Low,Anxiety,No,Increase,3,Satisfied,5,Daily,Average,North America
EMP1091,44,Early Professional,Female,Designer,IT,8,Intermediate,Remote,33,2,4,High,Burnout,No,Increase,3,Unsatisfied,1,Weekly,Poor,Oceania
EMP1096,23,Mid-Career Professional,Female,HR,Healthcare,8,Intermediate,Hybrid,45,6,3,Medium,Depression,No,Decrease,4,Satisfied,5,None,Poor,Africa
EMP1097,58,Young Adult,Male,Software Engineer,Finance,20,Advanced,Onsite,28,15,1,Low,Anxiety,No,Decrease,2,Neutral,4,Daily,Good,Oceania
EMP1100,27,Senior Professional,Female,HR,Manufacturing,16,Advanced,Remote,57,15,3,High,Anxiety,Yes,Decrease,1,Unsatisfied,3,Daily,Average,Asia
EMP1102,51,Senior Professional,Female,Software Engineer,Manufacturing,4,Beginner,Hybrid,50,1,2,Low,None,Yes,Decrease,2,Satisfied,5,None,Average,Oceania
EMP1103,24,Senior Professional,Female,Designer,Retail,4,Beginner,Hybrid,46,5,4,Medium,None,No,Increase,1,Neutral,5,None,Good,Europe
EMP1104,27,Young Adult,Female,Software Engineer,Education,19,Advanced,Hybrid,60,7,3,High,None,No,No Change,4,Neutral,4,Daily,Average,Asia
EMP1106,53,Early Professional,Male,Sales,Healthcare,16,Advanced,Remote,45,13,3,High,Depression,No,Decrease,1,Satisfied,5,Daily,Good,Africa
EMP1107,47,Senior Professional,Male,Data Scientist,Education,19,Advanced,Remote,50,2,4,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,4,Weekly,Poor,Asia
EMP1108,31,Mid-Career Professional,Male,Designer,Manufacturing,24,Expert,Onsite,25,3,3,Low,Burnout,No,Increase,4,Neutral,4,None,Good,South America
EMP1109,35,Early Professional,Male,HR,Manufacturing,4,Beginner,Hybrid,49,15,4,Low,Anxiety,Yes,Decrease,4,Neutral,5,None,Average,Europe
EMP1111,43,Young Adult,Female,Data Scientist,Finance,10,Intermediate,Onsite,26,11,1,Medium,Depression,No,No Change,5,Satisfied,2,Weekly,Average,Oceania
EMP1114,58,Early Professional,Female,Designer,Healthcare,18,Advanced,Remote,46,15,3,Medium,Depression,No,No Change,3,Neutral,5,None,Average,South America
EMP1115,35,Senior Professional,Male,Designer,Finance,19,Advanced,Onsite,29,10,5,Low,Anxiety,Yes,No Change,3,Neutral,2,Weekly,Good,Africa
EMP1116,48,Early Professional,Male,Data Scientist,IT,18,Advanced,Onsite,43,5,2,Medium,Anxiety,Yes,Increase,4,Satisfied,4,Daily,Average,North America
EMP1119,60,Early Professional,Male,Project Manager,Education,33,Expert,Remote,30,8,2,Medium,Anxiety,No,Increase,3,Neutral,5,Weekly,Good,North America
EMP1120,24,Senior Professional,Male,Sales,Healthcare,21,Expert,Onsite,29,1,5,Medium,None,Yes,Decrease,5,Satisfied,3,None,Average,North America
EMP1121,35,Young Adult,Male,Data Scientist,Finance,20,Advanced,Hybrid,23,2,5,Low,Anxiety,Yes,Increase,2,Satisfied,2,Weekly,Poor,South America
EMP1122,57,Early Professional,Female,Designer,Consulting,12,Advanced,Onsite,43,9,5,High,Anxiety,Yes,No Change,4,Satisfied,1,Weekly,Poor,North America
EMP1123,54,Senior Professional,Male,Marketing,Consulting,22,Expert,Hybrid,28,4,5,Medium,None,Yes,Decrease,3,Satisfied,1,None,Poor,South America
EMP1124,52,Senior Professional,Male,Sales,Retail,20,Advanced,Hybrid,22,11,3,Low,Depression,No,Increase,2,Satisfied,3,Weekly,Good,South America
EMP1125,51,Senior Professional,Female,Project Manager,Education,28,Expert,Onsite,58,10,4,Medium,Depression,Yes,Decrease,4,Unsatisfied,5,None,Average,Africa
EMP1126,33,Senior Professional,Male,Marketing,Consulting,21,Expert,Hybrid,39,10,1,Low,None,No,Decrease,2,Satisfied,5,None,Average,South America
EMP1133,59,Mid-Career Professional,Female,Designer,Retail,33,Expert,Remote,26,7,2,High,Anxiety,Yes,Increase,4,Unsatisfied,3,None,Average,Oceania
EMP1135,23,Young Adult,Female,Data Scientist,Retail,17,Advanced,Hybrid,47,12,4,High,Depression,Yes,No Change,4,Satisfied,3,None,Good,Europe
EMP1138,28,Young Adult,Female,Marketing,Finance,5,Beginner,Onsite,52,0,4,Low,Burnout,Yes,Increase,1,Unsatisfied,1,Weekly,Poor,Asia
EMP1141,57,Senior Professional,Male,Project Manager,Healthcare,35,Expert,Remote,25,9,2,High,None,Yes,Increase,2,Unsatisfied,3,Daily,Good,South America
EMP1144,49,Young Adult,Female,Sales,Retail,26,Expert,Remote,23,13,5,High,Anxiety,Yes,No Change,1,Satisfied,1,None,Poor,Asia
EMP1146,35,Mid-Career Professional,Male,Designer,Retail,33,Expert,Hybrid,50,10,3,Medium,None,No,No Change,5,Satisfied,4,Daily,Good,Africa
EMP1149,30,Young Adult,Male,Marketing,Consulting,25,Expert,Hybrid,20,4,3,Low,Burnout,Yes,Increase,1,Neutral,4,Weekly,Good,Africa
EMP1150,57,Early Professional,Male,Software Engineer,Education,6,Intermediate,Remote,51,1,5,Low,Depression,No,No Change,5,Satisfied,3,None,Average,Europe
EMP1151,50,Senior Professional,Male,Project Manager,Healthcare,10,Intermediate,Hybrid,58,12,3,High,Anxiety,Yes,Increase,1,Unsatisfied,5,Daily,Good,North America
EMP1156,58,Mid-Career Professional,Male,HR,IT,10,Intermediate,Remote,45,12,2,Low,Depression,Yes,Increase,3,Unsatisfied,2,Weekly,Poor,Asia
EMP1157,59,Senior Professional,Female,Sales,Manufacturing,17,Advanced,Hybrid,58,5,1,Low,Anxiety,No,Decrease,2,Unsatisfied,4,Weekly,Good,North America
EMP1160,42,Early Professional,Male,HR,IT,30,Expert,Onsite,35,3,3,Low,None,Yes,Increase,2,Neutral,1,Daily,Average,South America
EMP1162,56,Early Professional,Male,Designer,Retail,7,Intermediate,Onsite,44,2,3,High,Burnout,No,Decrease,3,Neutral,2,Weekly,Good,Oceania
EMP1163,28,Senior Professional,Male,Software Engineer,Healthcare,15,Advanced,Onsite,42,7,2,Medium,Depression,Yes,No Change,3,Neutral,5,Daily,Average,North America
EMP1166,31,Senior Professional,Male,Software Engineer,Healthcare,3,Beginner,Remote,45,5,1,Medium,Burnout,No,Increase,3,Neutral,2,None,Good,North America
EMP1167,22,Early Professional,Male,Project Manager,Retail,20,Advanced,Onsite,59,7,3,Medium,Burnout,No,Decrease,4,Unsatisfied,2,None,Good,North America
EMP1169,40,Early Professional,Female,HR,Retail,11,Advanced,Hybrid,55,5,2,High,Depression,Yes,No Change,4,Neutral,3,Weekly,Average,Africa
EMP1173,38,Mid-Career Professional,Female,HR,Education,28,Expert,Onsite,58,8,3,Medium,None,Yes,Decrease,5,Satisfied,4,None,Poor,Europe
EMP1177,28,Early Professional,Female,Software Engineer,Healthcare,25,Expert,Hybrid,31,11,4,High,Depression,No,No Change,5,Satisfied,3,None,Good,Asia
EMP1180,48,Young Adult,Female,Sales,Retail,21,Expert,Onsite,45,11,5,Low,Burnout,Yes,No Change,2,Unsatisfied,2,None,Average,Europe
EMP1184,23,Senior Professional,Female,Project Manager,Finance,5,Beginner,Hybrid,49,15,3,Medium,Anxiety,Yes,Decrease,2,Satisfied,4,Weekly,Good,Africa
EMP1187,30,Senior Professional,Female,Software Engineer,Finance,25,Expert,Onsite,34,13,5,High,Depression,No,No Change,1,Unsatisfied,3,Daily,Good,Europe
EMP1189,39,Senior Professional,Female,Data Scientist,Finance,30,Expert,Remote,44,2,4,Medium,Burnout,No,Increase,4,Satisfied,4,None,Good,South America
EMP1191,44,Mid-Career Professional,Female,Data Scientist,Finance,33,Expert,Remote,29,9,5,Medium,Burnout,Yes,No Change,5,Unsatisfied,5,None,Poor,Oceania
EMP1192,22,Mid-Career Professional,Male,Designer,Consulting,33,Expert,Remote,32,2,1,Medium,Anxiety,Yes,Decrease,4,Neutral,4,Daily,Good,Asia
EMP1195,48,Young Adult,Female,Designer,Retail,20,Advanced,Hybrid,35,8,3,High,Anxiety,Yes,Decrease,4,Satisfied,5,None,Poor,Asia
EMP1197,32,Mid-Career Professional,Male,Software Engineer,Manufacturing,23,Expert,Hybrid,29,5,2,High,Burnout,No,Increase,5,Neutral,1,None,Poor,Oceania
EMP1201,53,Early Professional,Male,Project Manager,Consulting,21,Expert,Hybrid,54,15,1,Low,None,No,No Change,2,Neutral,4,Daily,Good,South America
EMP1202,41,Senior Professional,Male,Project Manager,Finance,3,Beginner,Hybrid,33,11,5,Medium,Anxiety,Yes,No Change,3,Satisfied,3,None,Poor,South America
EMP1203,46,Mid-Career Professional,Male,Software Engineer,Retail,27,Expert,Remote,31,9,1,Medium,Burnout,Yes,Decrease,3,Satisfied,4,Weekly,Average,Europe
EMP1207,56,Mid-Career Professional,Male,Marketing,Consulting,27,Expert,Hybrid,54,14,2,Low,None,No,Decrease,3,Satisfied,4,None,Poor,Africa
EMP1208,60,Senior Professional,Female,Sales,Finance,9,Intermediate,Remote,38,8,5,Medium,Depression,Yes,Decrease,4,Satisfied,2,None,Average,Africa
EMP1209,24,Senior Professional,Female,Designer,IT,5,Beginner,Hybrid,23,5,2,High,None,No,No Change,1,Satisfied,4,None,Average,Asia
EMP1211,22,Senior Professional,Female,HR,Education,24,Expert,Onsite,45,1,5,Medium,Anxiety,No,Decrease,5,Unsatisfied,4,Weekly,Poor,North America
EMP1214,42,Early Professional,Female,Marketing,Manufacturing,25,Expert,Remote,45,12,5,High,Depression,Yes,Decrease,3,Unsatisfied,4,Daily,Average,North America
EMP1215,39,Mid-Career Professional,Female,Project Manager,Education,9,Intermediate,Onsite,28,3,2,Low,None,No,Increase,2,Neutral,2,Weekly,Poor,South America
EMP1216,28,Early Professional,Male,Marketing,Manufacturing,28,Expert,Hybrid,32,2,1,Medium,Anxiety,No,No Change,4,Satisfied,5,Weekly,Average,South America
EMP1217,50,Young Adult,Male,Project Manager,Education,11,Advanced,Hybrid,56,0,3,High,Anxiety,Yes,No Change,4,Unsatisfied,4,Daily,Average,North America
EMP1219,54,Mid-Career Professional,Female,Designer,Consulting,15,Advanced,Hybrid,29,0,2,Medium,None,No,Increase,5,Neutral,3,Weekly,Average,Oceania
EMP1220,57,Senior Professional,Male,Software Engineer,Education,21,Expert,Hybrid,51,0,1,Medium,Burnout,Yes,Increase,2,Satisfied,3,Weekly,Good,Oceania
EMP1222,30,Early Professional,Female,Designer,Finance,17,Advanced,Onsite,23,13,5,Low,None,No,No Change,2,Unsatisfied,3,None,Average,Africa
EMP1223,27,Early Professional,Female,Sales,Education,21,Expert,Onsite,50,12,2,Medium,Anxiety,No,Increase,2,Unsatisfied,2,None,Poor,Europe
EMP1226,45,Mid-Career Professional,Female,Designer,Retail,13,Advanced,Onsite,54,9,4,High,None,No,Increase,4,Neutral,3,Daily,Good,Oceania
EMP1227,42,Mid-Career Professional,Male,Designer,IT,22,Expert,Hybrid,54,15,3,High,None,Yes,Decrease,4,Neutral,2,None,Average,South America
EMP1228,33,Mid-Career Professional,Female,Data Scientist,Manufacturing,26,Expert,Onsite,27,3,1,Medium,Depression,Yes,Decrease,3,Neutral,5,None,Poor,Oceania
EMP1229,46,Early Professional,Male,HR,Healthcare,30,Expert,Onsite,60,2,5,High,Burnout,No,Increase,4,Neutral,5,Daily,Good,Oceania
EMP1231,23,Mid-Career Professional,Male,HR,Healthcare,24,Expert,Onsite,60,15,3,Low,Depression,No,No Change,1,Satisfied,4,None,Good,Africa
EMP1242,30,Senior Professional,Female,Data Scientist,Finance,2,Beginner,Remote,60,8,5,High,Burnout,Yes,Increase,3,Satisfied,2,Daily,Average,North America
EMP1243,48,Early Professional,Female,Data Scientist,Education,32,Expert,Hybrid,38,9,2,Medium,Burnout,No,Decrease,5,Satisfied,5,Weekly,Good,Oceania
EMP1246,42,Mid-Career Professional,Female,Designer,IT,30,Expert,Onsite,52,3,5,High,Depression,Yes,No Change,4,Unsatisfied,1,Daily,Average,North America
EMP1249,49,Senior Professional,Male,HR,Healthcare,24,Expert,Hybrid,46,2,5,High,Anxiety,No,No Change,5,Unsatisfied,3,Daily,Good,Africa
EMP1251,53,Young Adult,Female,Designer,Finance,33,Expert,Remote,31,7,2,Low,Depression,No,Increase,3,Neutral,4,Weekly,Average,South America
EMP1252,49,Senior Professional,Male,Marketing,Healthcare,26,Expert,Onsite,32,3,1,High,Burnout,Yes,Decrease,3,Neutral,4,Daily,Poor,South America
EMP1254,23,Young Adult,Male,Project Manager,IT,7,Intermediate,Hybrid,20,10,3,High,Depression,No,Increase,1,Neutral,2,Daily,Good,Europe
EMP1255,46,Young Adult,Female,Software Engineer,Consulting,9,Intermediate,Hybrid,42,5,2,Low,Anxiety,No,No Change,3,Neutral,4,Weekly,Average,Asia
EMP1257,48,Mid-Career Professional,Female,Marketing,Finance,14,Advanced,Hybrid,44,2,3,High,Burnout,Yes,No Change,2,Satisfied,3,None,Good,South America
EMP1258,39,Mid-Career Professional,Female,Marketing,Finance,30,Expert,Hybrid,46,13,5,High,None,No,Decrease,1,Neutral,2,None,Average,Africa
EMP1262,28,Young Adult,Female,HR,Consulting,25,Expert,Remote,38,7,1,Medium,Anxiety,Yes,No Change,4,Unsatisfied,4,Weekly,Good,South America
EMP1263,50,Young Adult,Male,HR,Manufacturing,29,Expert,Hybrid,57,12,2,High,Burnout,Yes,Increase,3,Neutral,3,None,Average,South America
EMP1265,33,Senior Professional,Male,Data Scientist,IT,11,Advanced,Hybrid,45,8,4,High,Burnout,Yes,Increase,4,Neutral,2,Weekly,Poor,Asia
EMP1268,27,Mid-Career Professional,Female,Sales,Consulting,29,Expert,Onsite,32,15,4,Low,Anxiety,No,No Change,2,Neutral,5,Weekly,Average,Europe
EMP1271,27,Young Adult,Male,Project Manager,Consulting,10,Intermediate,Remote,49,12,4,High,Anxiety,No,Decrease,1,Unsatisfied,5,Weekly,Good,Africa
EMP1272,41,Young Adult,Male,Project Manager,Education,14,Advanced,Hybrid,59,4,5,Medium,None,No,Increase,3,Unsatisfied,2,Daily,Poor,Asia
EMP1275,52,Early Professional,Female,Software Engineer,Healthcare,14,Advanced,Remote,55,10,2,Low,None,No,Decrease,4,Neutral,3,Weekly,Poor,North America
EMP1277,26,Senior Professional,Male,Project Manager,Finance,13,Advanced,Remote,39,0,3,Medium,None,No,Decrease,1,Satisfied,5,Daily,Average,Europe
EMP1279,52,Senior Professional,Female,Sales,Education,7,Intermediate,Hybrid,57,6,1,Medium,Depression,Yes,No Change,5,Neutral,5,None,Good,Europe
EMP1285,41,Young Adult,Male,Project Manager,Education,33,Expert,Remote,46,8,3,Medium,Anxiety,No,No Change,3,Satisfied,5,Daily,Poor,Asia
EMP1286,55,Mid-Career Professional,Female,Marketing,Finance,33,Expert,Remote,43,0,1,High,None,Yes,Decrease,5,Unsatisfied,2,Weekly,Good,Africa
EMP1287,38,Senior Professional,Female,Marketing,IT,2,Beginner,Hybrid,48,6,4,High,Anxiety,No,Decrease,1,Unsatisfied,4,Daily,Poor,Africa
